file_number,text,title,type
000001,"File: 000001 | Title: Hearing to consider release of reserved funds, Department of Children, Youth and Their families, (Fiscal Year 1999-2000 Budget), in the amount totaling $550,000, ($200,000 in Children’s Fund and $350,000 in General Funds), for the implementation of the School Based Health Pilot Program. | Name: Reserved Funds, Department of Children, Youth and Their Families | Type: Hearing | Status: Filed | Introduced: 2000-01-04 | Body: Finance and Labor Committee","Hearing to consider release of reserved funds, Department of Children, Youth and Their families, (Fiscal Year 1999-2000 Budget), in the amount totaling $550,000, ($200,000 in Children’s Fund and $350,000 in General Funds), for the implementation of the School Based Health Pilot Program.",Hearing

From Paul Yang, submitting opposition to eliminating emergency psychiatric care beds at San Francisco General Hospital.   File 000449.  Copy:  Each Supervisor  (3)

From Therese Koller, regarding Mayor Willie L. Brown.  Four Letters  (4)

From various departments, regarding the accessibility of the Department websites for people with disabilities.  Copy: Supervisor Yaki   (5)
City Administrator, (Reference No. 20000327-045)

From Norman Maslov, submitting support to limit the Bryant Square project to a maximum of three stories tall to keep it in scale with the neighborhood. (6)

From Mary Anne Rotella, submitting opposition to the private use of Huntington Park the week of May 8th.  Copy: Recreation and Park Department  (7)

From concerned citizens, submitting suggestions for use of the Presidio.  (8)

From Commission on the Status of Women, submitting resolution adopted April 26, 2000, in support of paid parental leave.  (9)

From Department of Public Health, submitting information regarding program and services provided for the homeless population of San Francisco.  (Reference No. 20000306-042)  Copy: Supervisor Brown  (10)

From Human Rights Commission, submitting  list of City Ordinances the HRC Fair Housing Unit enforces.  (Reference No. 20000306-031)  Copy: Supervisor Brown  (11)

From Office of the Treasurer and Tax Collector, submitting report regarding the possible fiscal impacts of implementing a local tax credit program modeled after Senate Bill 2021 to provide tax credits for employers in San Francisco that offer employees alternative work schedules.  (Reference No. 20000403-010)  Copy: Supervisor Leno   (12)

From Office of the Sheriff, submitting request for proposed supplemental appropriation in the amount of $4,901,934, for salary and fringe benefit shortages due to an accelerated hiring program for deputies initiated this fiscal year; one new deputy for a State-mandated reporting program; additional residential treatments beds to address continued jail crowding; implementation of a new computerized defendant tracking system; and a projected shortage in workers compensation costs.  Files 000774, 000787, Finance and Labor Committee.  (13)

From Kaiser Permanente, regarding press conference held May 3, 2000 under the leadership of Supervisor Becerril to educate community providers of San Francisco on the fact that asthma, a chronic disease can be managed if specific practices are implemented.  File 000829   (14)

From Department of Public Health, submitting request to Human Rights Commission for waiver of provisions of Chapters 12B and 12C of the Administrative Code for Toys-R-Us and Lakeshore Learning Materials to purchase toys, crafts and games for use as therapeutic aids in rehabilitation and occupational therapy.  (15)

From District Attorney Family Support Bureau, submitting list of organization membership for fiscal year 2000-2001.  (16)

From San Francisco Labor Council, AFL-CIO, submitting request that the Board of Supervisors instruct staff at county medical, jail and other facilities not to purchase food products supplied by either Basic Vegetable or Basic American products as long as members of Teamsters Local 890 remain on strike at Basic’s plant in King City, California.  (17)

From Theresa Montini, submitting support for the Fire Department’s Neighborhood Emergency Response Team Training (NERT) program.  (18)
 
From American College of Emergency Physicians, State Chapter of California, Inc., concerning the decline in the payments from various county EMS funds to reimburse emergency and back-up call physicians for care of indigent emergency patients.  (19)

From San Francisco International Airport, regarding the replacement of Mr. Timothy Treacy with Supervisor Kaufman as the Board of Supervisors’ Representative to the Airport/Community Roundtable.  (20)

From the K.E. ‘Chance’ Martin, regarding his dissatisfaction with  the leadership of Alliance for a Better District 6.  (21)

From Sandra C. Ferguson, regarding the homeless and requesting that something be done about getting people off the streets.  (22)

From Sandra C. Ferguson, requesting the skateboarding be banned in the Pier 7 area for the safety of walkers.  (23)

From US Army Corps of Engineers, submitting a Public Notice of Summary of Permit Actions for the months of January through March 2000.  (24)

From Martin Bonnie, urging the disapproval of the proposal before the Planning Commission on May 7 regarding Muni’s Ferry Bus Terminal.  (25)

From Shannon Seaberg, disagreeing with the Planning Commission’s decision to approve the Bryant Street Project.  (26)

From Frederick Hobson, submitting copy of letter to Assemblywoman Midgen opposing the Beneficiary Committee of the Health Plan Governing Board’s recently reduced by 24%  the amount of its capitated payments for the elderly, blind and disabled enrollees of the San Francisco Health Plan.  (27) 

From Department of Consumer Assurance, Regulatory Compliance and Agricultural Standards submitting County Agricultural Crop Report, for San Francisco County for the 1999 calendar year. (28)

From Steve Sirianni, requesting an exchange of his Type 47 liquor license for a Type 48 license. Small Business, Economic Vitality and Consumer Services Committee.  (29)

From Department of Public Works, submitting a report on HRC Diversity Track System.  Copy: Human Rights Commission, File 000443  (30)

From Department of Telecommunication and Information Services, submitting a report on the Strategic Plan Related to the Implementation of the Diversity Tracking System.  Copy:  Human Rights Commission, File 000443.  (31)

From Hung Q. Tran, opposing the location of a Parole Office at 1970 Carroll Avenue in a residential neighborhood.  File 000657  (32)

From Connie Nge and Phuong Anh Loong, opposing the State Parole Office at 1970 Carroll Street.  File 000657  (33)

From Department of Building Inspection, submitting Permit Filings for Cellular Antennas.  (Ref. No. 20000403-002)  Copy: Supervisor Yee  (34)

From Jonda Van Pelt, complaining about Muni.  (35) 

From Alice E. Trepp, requesting a reply to her original letter regarding any changes to the retirement board rules regarding sick leave/disability for City and County employees.  Copy:  Retirement System.  (36)

From International Airport, submitting the Airport’s Overtime report as of April 1, 2000.  (37)

From Arts Commission, regarding the accessibility of its website.  (Ref. No. 20000327-007)  Copy: Supervisor Yaki  (38)

From Arts Commission, regarding the showcasing of work by local artists.  (Reference No. 20000410-006)  Copy: Supervisor Becerril  (39)

From Therese Koller, wanting more principles in politics.  (40)

From Department of Human Resources, implementing  Administrative Change No. 32-99/00 to the Annual Salary Ordinance for 1999/00.  (41)

From Recreation and Park Department, Responding to regarding the Gay Softball League.  (Reference No. 20000313-002)  Copy: Supervisor Newsom  (42)

From Department of Public Works, reporting on the number of toilets accessible to the public at Fisherman’s Wharf.  (Reference No. 20000403-004)  Copy: Supervisor Becerril  (43)

From Sheriff’s Department, responding to inquiry concerning the accessibility of the Sheriff’s department website to people with disabilities.  (Reference No. 20000327-022)  Copy: Supervisor Yaki  (44)

From Commission on the Aging, regarding the accessibility of the department’s website.  (Reference No. 20000327-016)  Copy: Supervisor Yaki  (45)

From Department of Public Health, responding to a request for information regarding the Star Hotel located at 2176 Mission Street.  (Reference No. 20000410-002)  Copy: Supervisor Ammiano   (46)

From Frederick Hobson, regarding appointment to the San Francisco Animal Control and Welfare Commission.  Copy: All Supervisors.  File 000326  (47)

From Department of Parking and Traffic, submitting a fully executed copy of the Japan Center Public Parking Garage Lease.  File 99-1392  (48)

From Commission of Animal Control and Welfare, recommending that the Board pass a resolution in favor of A.B. 2479.  Copy: Each Supervisor  (49)

From Office of the Mayor, submitting request to Human Rights Commission for waiver of provisions of Chapter 12B of the Administrative Code for Financial Security Assurance, Inc.  (50) 

From Public Utilities Commission, submitting an Annual Report for Fiscal Year 1993-94.  (51)

From various signatures, opposing the State Parole Office located at 1970 Carroll Street.  File 000657  (52)

From Deetje Boler, opposing the supplemental appropriation for the Library.  (53)

From Grizlybuny, opposing the closure of Psychiatric Inpatients Units within the Health Department.  File 000882  (54)

From Steve Egelman, opposing the closure of the Psychiatric Department Unit of the Health Department.  File 000882  (55)

From Department of Public Health, concerning transfers to Laguna Honda Hospital including persons from the Psychiatry Unit.  File 000882  (56) 

From Planning Department, requesting a continuance of File 000296, Appeal of Conditional Use, 2301 Ninth Street, to be hard on June 5, 2000.  File 000296  (57)

From Executive Administrator, Laguna Honda Hospital, responding to allegations of mistreatment of a resident of Laguna Honda Hospital.  (58)",Communication
000899,"File: 000899 | Title: Hearing appealing decision of the Director of Public Works through DPW Order No. 172,285 approved April 28, 2000, granting a minor sidewalk encroachment permit, subject to certain conditions, to relocate the St. Francis Wood entrance column northward thirteen (13) feet in the public right-of-way at 160 Yerba Buena Avenue. | Name: Appeal, Minor Sidewalk Encroachment, 160 Yerba Buena Avenue | Type: Hearing | Status: Filed | Introduced: 2000-05-22 | Body: Board of Supervisors","Hearing appealing decision of the Director of Public Works through DPW Order No. 172,285 approved April 28, 2000, granting a minor sidewalk encroachment permit, subject to certain conditions, to relocate the St. Francis Wood entrance column northward thirteen (13) feet in the public right-of-way at 160 Yerba Buena Avenue.",Hearing
000900,"File: 000900 | Title: Motion approving the decision of the Director of Public Works' approval of a minor sidewalk encroachment permit at 160 Yerba Buena Avenue, and denying the appeal. | Name: Minor Sidewalk Encroachment Permit Appeal | Type: Motion | Status: Passed | Introduced: 2000-05-22 | Body: Board of Supervisors","Motion approving the decision of the Director of Public Works' approval of a minor sidewalk encroachment permit at 160 Yerba Buena Avenue, and denying the appeal.",Motion
000901,"File: 000901 | Title: Motion disapproving the decision of the Director of Public Works' approval of a minor sidewalk encroachment permit at 160 Yerba Buena Avenue, and denying the encroachment permit. | Name: Minor Sidewalk Encroachment Permit Appeal | Type: Motion | Status: Killed | Introduced: 2000-05-22 | Body: Board of Supervisors","Motion disapproving the decision of the Director of Public Works' approval of a minor sidewalk encroachment permit at 160 Yerba Buena Avenue, and denying the encroachment permit.",Motion
000902,"File: 000902 | Title: Hearing of persons interested in or objecting to proposed ordinance approving and imposing schedules of sewer service charges to be paid by users for fiscal year 2000-2001 pursuant to Part II, Chapter X, Articles 4.1 and 4.2 of the San Francisco Municipal Code (Public Works Code). | Name: Public Hearing | Type: Hearing | Status: Filed | Introduced: 2000-05-08 | Body: Board of Supervisors","Hearing of persons interested in or objecting to proposed ordinance approving and imposing schedules of sewer service charges to be paid by users for fiscal year 2000-2001 pursuant to Part II, Chapter X, Articles 4.1 and 4.2 of the San Francisco Municipal Code (Public Works Code).",Hearing
000903,"File: 000903 | Title: Hearing to consider release of reserved Funds, Planning Department (File 990668: Ordinance No. 127-99), in the amount of $50,000 to fund the services of an outside contractor, DMG Maximus, Inc., to analyze the Department's current fee schedule. | Name: Reserved Funds, Planning Department | Type: Hearing | Status: Filed | Introduced: 2000-05-30 | Body: Finance and Labor Committee","Hearing to consider release of reserved Funds, Planning Department (File 990668: Ordinance No. 127-99), in the amount of $50,000 to fund the services of an outside contractor, DMG Maximus, Inc., to analyze the Department's current fee schedule.",Hearing
000904,"File: 000904 | Title: Hearing of persons interested in or objecting to the decision of the Planning Commission by its Motion No. 15031 dated April 13, 2000 approving Conditional Use Application No. 99.385C, subject to certain conditions, to develop an addition to a primary and middle school (Presidio Hill) of approximately 9,280 square feet on the existing school property, including renovating the existing two-story building of approximately 7,000 square feet, and add a third floor/penthouse of approximately 2,200 square feet; and constructing a new building, one-story over basement, of approximately 7,600 square feet, with a rooftop play area in the area of the existing play yard. The school, with the expansion, would contain a total of nine (9) classrooms; a below-grade multi-purpose room and library; accessory administrative space and dedicated rooms for art, music, foreign language, computers and science with an adjacent science garden, and with a maximum enrollment of 200 students, per Planning Code Sections 209.3(G) and 303 of the Planning Code in an RH-1 (Residential, House Districts, One-Family) with a 40-X Height and Bulk District, on property located at 3839 Washington Street, south side between Maple and Cherry Streets; Lots 1A, 24 and 25, Assessor’s Block 0992. | Name: Public Hearing - Appeal, Conditional Use, 3839 Washington Street | Type: Hearing | Status: Filed | Introduced: 2000-05-22 | Body: Board of Supervisors","Hearing of persons interested in or objecting to the decision of the Planning Commission by its Motion No. 15031 dated April 13, 2000 approving Conditional Use Application No. 99.385C, subject to certain conditions, to develop an addition to a primary and middle school (Presidio Hill) of approximately 9,280 square feet on the existing school property, including renovating the existing two-story building of approximately 7,000 square feet, and add a third floor/penthouse of approximately 2,200 square feet; and constructing a new building, one-story over basement, of approximately 7,600 square feet, with a rooftop play area in the area of the existing play yard. The school, with the expansion, would contain a total of nine (9) classrooms; a below-grade multi-purpose room and library; accessory administrative space and dedicated rooms for art, music, foreign language, computers and science with an adjacent science garden, and with a maximum enrollment of 200 students, per Planning Code Sections 209.3(G) and 303 of the Planning Code in an RH-1 (Residential, House Districts, One-Family) with a 40-X Height and Bulk District, on property located at 3839 Washington Street, south side between Maple and Cherry Streets; Lots 1A, 24 and 25, Assessor’s Block 0992.",Hearing
000905,"File: 000905 | Title: Motion approving decision of the Planning Commission by its Motion No. 15031 approving Conditional Use Application No. 99.385C on property located at 3839 Washington Street, south side between Maple and Cherry Streets, and adopting findings pursuant to Planning Code Section 101.1. | Name: Appeal, Conditional Use, 3839 Washington Street | Type: Motion | Status: Killed | Introduced: 2000-05-22 | Body: Board of Supervisors","Motion approving decision of the Planning Commission by its Motion No. 15031 approving Conditional Use Application No. 99.385C on property located at 3839 Washington Street, south side between Maple and Cherry Streets, and adopting findings pursuant to Planning Code Section 101.1.",Motion
000906,"File: 000906 | Title: Motion disapproving decision of the Planning Commission by its Motion No. 15031 approving Conditional Use Application No. 99.385C on property located at 3839 Washington Street, south side between Maple and Cherry Streets; approving Conditional Use Application No. 99.385C related to 3839 Washington Street, subject to the conditions imposed by the Planning Commission in its Motion No. 15031, and further subject to additional conditions imposed by the Board of Supervisors as set forth herein;"" and adopting findings pursuant to Planning Code Section 101.1. | Name: Appeal, Conditional Use, 3839 Washington Street | Type: Motion | Status: Passed | Introduced: 2000-05-22 | Body: Board of Supervisors","Motion disapproving decision of the Planning Commission by its Motion No. 15031 approving Conditional Use Application No. 99.385C on property located at 3839 Washington Street, south side between Maple and Cherry Streets; approving Conditional Use Application No. 99.385C related to 3839 Washington Street, subject to the conditions imposed by the Planning Commission in its Motion No. 15031, and further subject to additional conditions imposed by the Board of Supervisors as set forth herein;"" and adopting findings pursuant to Planning Code Section 101.1.",Motion
000907,"File: 000907 | Title: Motion directing the Clerk of the Board to prepare findings relating to proposed Conditional Use Application No. 99.385C on property located at 3839 Washington Street, south side between Maple and Cherry Streets, for action by the Board at its next meeting. | Name: Findings - 3839 Washington Street | Type: Motion | Status: Passed | Introduced: 2000-05-22 | Body: Board of Supervisors","Motion directing the Clerk of the Board to prepare findings relating to proposed Conditional Use Application No. 99.385C on property located at 3839 Washington Street, south side between Maple and Cherry Streets, for action by the Board at its next meeting.",Motion
000908,"File: 000908 | Title: Resolution appointing Deborah Doyle, term ending June 30, 2002, to the Bay Area Library and Information System Advisory Board. | Name: Appointment | Type: Resolution | Status: Passed | Introduced: 2000-05-15 | Body: Board of Supervisors","Resolution appointing Deborah Doyle, term ending June 30, 2002, to the Bay Area Library and Information System Advisory Board.",Resolution
000910,"File: 000910 | Title: Resolution appointing Robert Elliott, Frederick Hobson, Georgia Creel, Walter Kennedy, terms ending October 1, 2003; Victoria Hunt, term ending October 1, 2002; Jackson Wong, and Marillac Mayorga, terms ending October 1, 2001, to the Drug Abuse Advisory Board. | Name: Appointment | Type: Resolution | Status: Passed | Introduced: 2000-05-15 | Body: Board of Supervisors","Resolution appointing Robert Elliott, Frederick Hobson, Georgia Creel, Walter Kennedy, terms ending October 1, 2003; Victoria Hunt, term ending October 1, 2002; Jackson Wong, and Marillac Mayorga, terms ending October 1, 2001, to the Drug Abuse Advisory Board.",Resolution
000911,"File: 000911 | Title: Ordinance amending Part II, Chapter II, of the San Francisco Municipal Code (Planning Code) by amending Section 1004.2 to allow the Landmarks Preservation Advisory Board sixty (60) days in which to review and report to the San Francisco Planning Commission on proposed landmark designations. | Name: Extend Time for Landmarks Preservation Advisory Board | Type: Ordinance | Status: Filed | Introduced: 2000-05-15 | Body: Clerk of the Board","Ordinance amending Part II, Chapter II, of the San Francisco Municipal Code (Planning Code) by amending Section 1004.2 to allow the Landmarks Preservation Advisory Board sixty (60) days in which to review and report to the San Francisco Planning Commission on proposed landmark designations.",Ordinance
000912,"File: 000912 | Title: Ordinance amending Part II, Chapter II, of the San Francisco Municipal Code (Planning Code) by amending Section 263.1 to make the height limit exception available under Section 263.1 inapplicable to properties located in the Jackson Square Historic District and Assessor's Block 195, Lots 4 and 16. | Name: Jackson Street Square Historic District Height Limit Exception | Type: Ordinance | Status: Filed | Introduced: 2000-05-15 | Body: Clerk of the Board","Ordinance amending Part II, Chapter II, of the San Francisco Municipal Code (Planning Code) by amending Section 263.1 to make the height limit exception available under Section 263.1 inapplicable to properties located in the Jackson Square Historic District and Assessor's Block 195, Lots 4 and 16.",Ordinance
000913,"File: 000913 | Title: Resolution authorizing the Department of the District Attorney to accept and expend a grant in the amount of $574,853 from the Office of Criminal Justice Planning for a project entitled the Victim Witness Assistance Program (""VWAP""). | Name: State grant to provide comprehensive services to victims and witnesses of crime | Type: Resolution | Status: Passed | Introduced: 2000-05-15 | Body: Board of Supervisors","Resolution authorizing the Department of the District Attorney to accept and expend a grant in the amount of $574,853 from the Office of Criminal Justice Planning for a project entitled the Victim Witness Assistance Program (""VWAP"").",Resolution
000914,"File: 000914 | Title: Resolution waiving the $6,405 fee for services from the Police Department, Fire Department, Recreation and Park Department, Department of Public Health, and Department of Parking and Traffic, and a $5,000 performance bond associated with the Juneteenth Rodeo on June 10, 2000 and celebration on June 17-18, 2000. | Name: Waiver of fees for Juneteenth Celebration | Type: Resolution | Status: Passed | Introduced: 2000-05-15 | Body: Board of Supervisors","Resolution waiving the $6,405 fee for services from the Police Department, Fire Department, Recreation and Park Department, Department of Public Health, and Department of Parking and Traffic, and a $5,000 performance bond associated with the Juneteenth Rodeo on June 10, 2000 and celebration on June 17-18, 2000.",Resolution
000915,"File: 000915 | Title: Resolution urging the Planning Department to establish guidelines for Research, Development and Technology (RDT) projects as the Planning Department creates permanent controls to replace the interim industrial protection zone controls for industrial-zoned land in San Francisco. | Name: Guidelines for Research, Development and Technology Projects | Type: Resolution | Status: Filed | Introduced: 2000-05-15 | Body: Clerk of the Board","Resolution urging the Planning Department to establish guidelines for Research, Development and Technology (RDT) projects as the Planning Department creates permanent controls to replace the interim industrial protection zone controls for industrial-zoned land in San Francisco.",Resolution
000916,File: 000916 | Title: Resolution urging the San Francisco Small Business Commission to allocate funds to the Summer Youth Employment Program that would allow hundreds of San Francisco teenagers to find meaningful jobs this summer and in the coming year. | Name: Summer Youth Employment Program | Type: Resolution | Status: Passed | Introduced: 2000-05-15 | Body: Board of Supervisors,Resolution urging the San Francisco Small Business Commission to allocate funds to the Summer Youth Employment Program that would allow hundreds of San Francisco teenagers to find meaningful jobs this summer and in the coming year.,Resolution
000917,File: 000917 | Title: Resolution urging the San Francisco Taxi Commission to investigate the method available for taxi consumers to lodge complaints or compliments about taxi service and the manner in which their taxi experience is recorded and processed and to make changes as needed to make this system more customer friendly. | Name: Taxi Customer Service | Type: Resolution | Status: Passed | Introduced: 2000-05-15 | Body: Board of Supervisors,Resolution urging the San Francisco Taxi Commission to investigate the method available for taxi consumers to lodge complaints or compliments about taxi service and the manner in which their taxi experience is recorded and processed and to make changes as needed to make this system more customer friendly.,Resolution
000918,"File: 000918 | Title: Resolution supporting AB 2522, Assembly Majority Leader Kevin Shelley's Pedestrian Safety Act of 2000 and urging the California State Legislature to pass AB 2522. | Name: State Legislation,  AB 2522, Pedestrian Safety Act of 2000 | Type: Resolution | Status: Passed | Introduced: 2000-05-15 | Body: Board of Supervisors","Resolution supporting AB 2522, Assembly Majority Leader Kevin Shelley's Pedestrian Safety Act of 2000 and urging the California State Legislature to pass AB 2522.",Resolution
000919,"File: 000919 | Title: Resolution urging the Director of Human Services to refrain from implementing the new, state-mandated Statewide Finger Imaging System (SFIS) for CalWORKS and Food Stamps applicants and recipients and to apply for a local waiver from the California Department of Social Services. | Name: Finger Imaging of CalWorks and Food Stamps Applicants and Recipients | Type: Resolution | Status: Filed | Introduced: 2000-05-15 | Body: Clerk of the Board","Resolution urging the Director of Human Services to refrain from implementing the new, state-mandated Statewide Finger Imaging System (SFIS) for CalWORKS and Food Stamps applicants and recipients and to apply for a local waiver from the California Department of Social Services.",Resolution
000920,File: 000920 | Title: Resolution urging the City and the public to refrain from purchasing products from Basic Vegetable Products and Basic American Foods until the strike at Basic Vegetable's King City plant is resolved. | Name: Basic Vegetable Co. Products | Type: Resolution | Status: Passed | Introduced: 2000-05-15 | Body: Board of Supervisors,Resolution urging the City and the public to refrain from purchasing products from Basic Vegetable Products and Basic American Foods until the strike at Basic Vegetable's King City plant is resolved.,Resolution
000921,File: 000921 | Title: Resolution commending the Program for Assertive Community Placement (PACT) for successfully addressing the medical and housing needs of 400 mentally ill San Franciscans every year. | Name: Commendation | Type: Resolution | Status: Passed | Introduced: 2000-05-15 | Body: Board of Supervisors,Resolution commending the Program for Assertive Community Placement (PACT) for successfully addressing the medical and housing needs of 400 mentally ill San Franciscans every year.,Resolution
000922,"File: 000922 | Title: Resolution commending the Canadian Broadcast Standards Council for rebuking Laura Schlessinger's anti-gay radio broadcast and upholding the dignity and human rights of lesbian, gay, bisexual and transgender individuals as well as implementing proactive measures to mitigate potential violence directed at individuals who either are or perceived to be lesbian, gay, bisexual or transgender. | Name: Commendation | Type: Resolution | Status: Passed | Introduced: 2000-05-15 | Body: Board of Supervisors","Resolution commending the Canadian Broadcast Standards Council for rebuking Laura Schlessinger's anti-gay radio broadcast and upholding the dignity and human rights of lesbian, gay, bisexual and transgender individuals as well as implementing proactive measures to mitigate potential violence directed at individuals who either are or perceived to be lesbian, gay, bisexual or transgender.",Resolution
000923,"File: 000923 | Title: Resolution commending Ciudad Bahia De Caraquez, Ecuador on becoming an ecological city. | Name: Commendation | Type: Resolution | Status: Passed | Introduced: 2000-05-15 | Body: Board of Supervisors","Resolution commending Ciudad Bahia De Caraquez, Ecuador on becoming an ecological city.",Resolution
000924,File: 000924 | Title: Resolution commending Peaceful Streets for their efforts to curb gun violence by bringing together diverse groups to physically destroy these weapons by melting them and transforming them into art. | Name: Commendation | Type: Resolution | Status: Passed | Introduced: 2000-05-15 | Body: Board of Supervisors,Resolution commending Peaceful Streets for their efforts to curb gun violence by bringing together diverse groups to physically destroy these weapons by melting them and transforming them into art.,Resolution
000925,"File: 000925 | Title: Hearing regarding the sale of the building at 6221 Geary Street, to consider what effects this will have on the four non-profits who currently lease office space on this property. | Name: Sale of Easter Seals Building at 6221 Greary Street | Type: Hearing | Status: Filed | Introduced: 2000-05-15 | Body: Public Health and Environment Committee","Hearing regarding the sale of the building at 6221 Geary Street, to consider what effects this will have on the four non-profits who currently lease office space on this property.",Hearing
000926,File: 000926 | Title: Hearing to inquire into the regulations prescribed by United States Department of Urban and Housing Development regarding the eligibility qualifications for local county governments and community based organizations to receive federal funds for urban development related projects in San Francisco. | Name: Qualifications to receive federal funds for urban development | Type: Hearing | Status: Filed | Introduced: 2000-05-15 | Body: Clerk of the Board,Hearing to inquire into the regulations prescribed by United States Department of Urban and Housing Development regarding the eligibility qualifications for local county governments and community based organizations to receive federal funds for urban development related projects in San Francisco.,Hearing
000927,"File: 000927 | Title: Hearing to discuss the status of the Recreation and Park Department's childhood lead poisoning prevention program. | Name: Recreation and Park Department, Childhood Lead Poisoning Prevention Program | Type: Hearing | Status: Filed | Introduced: 2000-05-15 | Body: Clerk of the Board",Hearing to discuss the status of the Recreation and Park Department's childhood lead poisoning prevention program.,Hearing
000928,File: 000928 | Title: Motion concurring in the determination of the Mayor for the continued need for the declaration of emergency in connection with the needle exchange program. | Name: Needle Exchange | Type: Motion | Status: Passed | Introduced: 2000-05-15 | Body: Board of Supervisors,Motion concurring in the determination of the Mayor for the continued need for the declaration of emergency in connection with the needle exchange program.,Motion
000929,"File: 000929 | Title: Ordinance authorizing settlement of the lawsuit filed by Anita Hanks, Kenneth Hanks, Jr. and Kenneth Hanks against the City and County of San Francisco for $30,000.00; the lawsuit was filed on January 22, 1996 in United States District Court, Case No. C96-0310 CAL; entitled Anita Hanks, Kenneth Hanks, Jr. and Kenneth Hanks, Sr. et al., v. City and County of San Francisco, et al. | Name: Settlement of Lawsuit | Type: Ordinance | Status: Passed | Introduced: 2000-05-22 | Body: Board of Supervisors","Ordinance authorizing settlement of the lawsuit filed by Anita Hanks, Kenneth Hanks, Jr. and Kenneth Hanks against the City and County of San Francisco for $30,000.00; the lawsuit was filed on January 22, 1996 in United States District Court, Case No. C96-0310 CAL; entitled Anita Hanks, Kenneth Hanks, Jr. and Kenneth Hanks, Sr. et al., v. City and County of San Francisco, et al.",Ordinance
000930,"File: 000930 | Title: Motion awarding Bonds and fixing definitive interest rates for $29,605,000 General Obligation Bonds (Educational Facilities Bonds, 1997 - Community College District), Series 2000A; $17,440,000 General Obligation Bonds (Zoo Facilities Bonds, 1997) Series 2000B; $6,180,000 General Obligation Bonds (Neighborhood Recreation and Park Facilities Improvement Bonds, 2000) Series 2000C. | Name: General Obligation Bonds Award - School/Zoo/Park | Type: Motion | Status: Passed | Introduced: 2000-05-22 | Body: Finance and Labor Committee","Motion awarding Bonds and fixing definitive interest rates for $29,605,000 General Obligation Bonds (Educational Facilities Bonds, 1997 - Community College District), Series 2000A; $17,440,000 General Obligation Bonds (Zoo Facilities Bonds, 1997) Series 2000B; $6,180,000 General Obligation Bonds (Neighborhood Recreation and Park Facilities Improvement Bonds, 2000) Series 2000C.",Motion
000931,"File: 000931 | Title: Resolution approving and authorizing the acquisition of real property in the Forest Hills area identified as Assessor's Block No. 2923, Lot 67, for $206,000 from the Florence G. Alberts and Burton H. Alberts Living Trust, for open space purposes and adopting findings pursuant to Planning Code Section 101.1. | Name: Purchase of real property from Alberts Trust containing 11,651 sq. ft. as an extension of the Edgehill Mountain Open Space for a total cost of $206,000 | Type: Resolution | Status: Passed | Introduced: 2000-05-22 | Body: Board of Supervisors","Resolution approving and authorizing the acquisition of real property in the Forest Hills area identified as Assessor's Block No. 2923, Lot 67, for $206,000 from the Florence G. Alberts and Burton H. Alberts Living Trust, for open space purposes and adopting findings pursuant to Planning Code Section 101.1.",Resolution
000932,"File: 000932 | Title: Motion approving final map of 1826 Eddy Street, a Residential Condominium Project, being a subdivision of Lot 45, Assessor's Block No. 1127, and adopting findings pursuant to Planning Code Section 101.1. | Name: Final Map of a new 8 unit new residential condominium project | Type: Motion | Status: Passed | Introduced: 2000-05-22 | Body: Board of Supervisors","Motion approving final map of 1826 Eddy Street, a Residential Condominium Project, being a subdivision of Lot 45, Assessor's Block No. 1127, and adopting findings pursuant to Planning Code Section 101.1.",Motion
000933,"File: 000933 | Title: Motion approving final map of 1828 Eddy Street, a Residential Condominium Project, being a subdivision of Lot 44, Assessor's Block No. 1127, and adopting findings pursuant to Planning Code Section 101.1. | Name: Final Map of a new 8 unit residential condominium project | Type: Motion | Status: Passed | Introduced: 2000-05-22 | Body: Board of Supervisors","Motion approving final map of 1828 Eddy Street, a Residential Condominium Project, being a subdivision of Lot 44, Assessor's Block No. 1127, and adopting findings pursuant to Planning Code Section 101.1.",Motion
000934,"File: 000934 | Title: Hearing to consider release of reserved funds, Public Utilities Commission, (File 000272:  Ordinance No. 45-00) in the amount of $505,368 to fund removal of contaminated materials from PUC-Water Department bayside property leased to Peninsula Sportsman's Club. | Name: Reserved Funds, Public Utilities Commission | Type: Hearing | Status: Filed | Introduced: 2000-05-22 | Body: Finance and Labor Committee","Hearing to consider release of reserved funds, Public Utilities Commission, (File 000272:  Ordinance No. 45-00) in the amount of $505,368 to fund removal of contaminated materials from PUC-Water Department bayside property leased to Peninsula Sportsman's Club.",Hearing
000935,"File: 000935 | Title: Resolution authorizing and approving lease of City-owned property located at 2350 19th Avenue to the San Francisco Neighbors Resource Center. | Name: Lease of Property at 2350 19th Avenue to Neighbors Resource Center, a non-profit agency providing information/referral services to monolingual Chinese residents of the Sunset District | Type: Resolution | Status: Filed | Introduced: 2000-05-30 | Body: Clerk of the Board",Resolution authorizing and approving lease of City-owned property located at 2350 19th Avenue to the San Francisco Neighbors Resource Center.,Resolution
